wijk_name,green_percentage,total_area_ha,green_area_ha,green_features_count,geometry_x,id,gebied_id,gebiedvolgnummer,gebiednummer,gebiedtype,gebiedcode,naam,parent_id,woonplaats_id,bron_id,status_id,datumopvoer,datumafvoer,documentnummer,dd_document,indauthentiek,indinonderzoek,indgeconstateerd,datumingang,datumeinde,datumopvoerplus,datumafvoerplus,dd_documentplus,documentnummerplus,redenopvoer,redenafvoer,broncodeopvoer,broncodeafvoer,tekst,vrijetekst1,vrijetekst2,vrijetekst3,vrijnummer1,vrijnummer2,vrijnummer3,creation,modification,modifiedby,mutatiereden,bagproces,_issues{}_issue_found,_issues{}_location_sample_x,_issues{}_location_sample_y,_issues{}_location_sample_z,geowkt,fme_rejection_code,geometry_y,regio,gm_naam,recs,a_65_oo,a_ste,p_ste,a_inkont,g_ink_po,g_ink_pi,p_ink_li,p_ink_hi,g_hh_sti,p_hh_li,p_hh_hi,p_hh_lkk,p_hh_osm,p_hh_110,p_hh_120,m_hh_ver,a_opp_ha,a_lan_ha,a_wat_ha,regio_mapped
Landelijk Gebied Noord,77.52158743299327,1.5306274307034408e-08,1.1865666819661466e-08,99,"POLYGON ((4.775671503786859 52.67706285742006, 4.7518434572220185 52.682034729377804, 4.749050924926261 52.68251768399166, 4.746923072215002 52.68236140659017, 4.743571948702354 52.681311310479046, 4.746867608793656 52.679284705166715, 4.7491305811203075 52.677403055291734, 4.758417347259655 52.675798100039366, 4.765762438246826 52.67452572263336, 4.767204721607075 52.67428646836026, 4.778589669828204 52.672302476671405, 4.779122496841214 52.674156496713444, 4.779025773072542 52.676483958472495, 4.777795639460684 52.676459375202505, 4.7763900579360286 52.67676137113287, 4.775671503786859 52.67706285742006))",GEBIED.10,79.0,1.0,0361000000000079,2.0,79,Landelijk Gebied Noord,7.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.77567157 52.6770629, 4.75184352 52.68203477, 4.74905099 52.68251772, 4.74692314 52.68236145, 4.74357201 52.68131135, 4.74686767 52.67928475, 4.74913065 52.6774031, 4.75841741 52.67579814, 4.7657625 52.67452576, 4.76720479 52.67428651, 4.77858973 52.67230252, 4.77912256 52.67415654, 4.77902584 52.676484, 4.7777957 52.67645942, 4.77639012 52.67676141, 4.77567157 52.6770629))",Landelijk gebied Noord,Alkmaar,Buurt,10.0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,.,.,.,115.0,113.0,1.0,Landelijk Gebied Noord
Kooimeer,13.448771078334747,4.351549208437363e-09,5.852298914038289e-10,20,"POLYGON ((4.734857102864582 52.61901937398034, 4.733192814069344 52.61765870459136, 4.736457703964271 52.61605052797782, 4.738138417847356 52.615359002433884, 4.738462074741058 52.61504849551456, 4.738939442696513 52.61407239726529, 4.7394510736165625 52.613868172403464, 4.739993020312793 52.61444197330332, 4.739933211937115 52.614899669125826, 4.740362277998208 52.61536305512024, 4.741511191080387 52.61580745244157, 4.742121940309424 52.616481888538836, 4.742709757764644 52.61702443377983, 4.743499106941562 52.61780518015173, 4.745116752767205 52.61879370941022, 4.743648779799646 52.61974787239189, 4.743336799953064 52.62031828873226, 4.7387130271331275 52.621135346403825, 4.738401580061169 52.62049613120173, 4.737567412726108 52.61973427634195, 4.7362828417227805 52.62038903060982, 4.7349867890438695 52.619402846968676, 4.734857102864582 52.61901937398034))",GEBIED.11,10.0,1.0,0361000000000010,2.0,10,Kooimeer,1.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.73485717 52.61901941, 4.73319288 52.61765875, 4.73645777 52.61605057, 4.73813848 52.61535904, 4.73846214 52.61504854, 4.73893951 52.61407244, 4.73945114 52.61386821, 4.73999309 52.61444201, 4.73993328 52.61489971, 4.74036234 52.6153631, 4.74151126 52.61580749, 4.74212201 52.61648193, 4.74270982 52.61702447, 4.74349917 52.61780522, 4.74511682 52.61879375, 4.74364884 52.61974791, 4.74333686 52.62031833, 4.73871309 52.62113539, 4.73840165 52.62049617, 4.73756748 52.61973432, 4.73628291 52.62038907, 4.73498685 52.61940289, 4.73485717 52.61901941))",Kooimeer,Alkmaar,Buurt,590.0,75.0,35.0,1600.0,"31,1","24,7","48,9","11,5","29,0","54,5","13,1","6,5","11,8","17,6","22,5",14.3,33.0,32.0,0.0,Kooimeer
Overdie - West,15.167409363988252,3.2792478406474807e-09,4.973769440507486e-10,32,"POLYGON ((4.750440384512756 52.61889113627034, 4.748747836268026 52.619632021934706, 4.7477422416222055 52.62046251778858, 4.747384448524877 52.62011692649104, 4.746664763520845 52.619715748180916, 4.745116752767205 52.61879370941022, 4.743499106941562 52.61780518015173, 4.742709757764644 52.61702443377983, 4.742121940309424 52.616481888538836, 4.741511191080387 52.61580745244157, 4.740362277998208 52.61536305512024, 4.739933211937115 52.614899669125826, 4.739993020312793 52.61444197330332, 4.740650080454327 52.61431562847401, 4.741391590188662 52.61432338955646, 4.741723415899261 52.61468341819415, 4.742312337041387 52.614858264055535, 4.742641626749913 52.614554067536446, 4.744712910001737 52.61384643034761, 4.746258811020574 52.61359634615047, 4.746381444445527 52.614218580191896, 4.750440384512756 52.61889113627034))",GEBIED.12,33.0,1.0,0361000000000033,2.0,33,Overdie - West,3.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.75044045 52.61889118, 4.7487479 52.61963206, 4.74774231 52.62046256, 4.74738451 52.62011697, 4.74666483 52.61971579, 4.74511682 52.61879375, 4.74349917 52.61780522, 4.74270982 52.61702447, 4.74212201 52.61648193, 4.74151126 52.61580749, 4.74036234 52.6153631, 4.73993328 52.61489971, 4.73999309 52.61444201, 4.74065015 52.61431567, 4.74139166 52.61432343, 4.74172348 52.61468346, 4.7423124 52.6148583, 4.74264169 52.61455411, 4.74471298 52.61384647, 4.74625888 52.61359639, 4.74638151 52.61421862, 4.75044045 52.61889118))",Overdie-West,Alkmaar,Buurt,175.0,10.0,7.0,1100.0,"34,9","29,7","36,5","17,3","32,4","41,3","13,4","4,5","4,8","6,6","7,9",93.2,25.0,24.0,1.0,Overdie - West
Beverkoog,23.174819462574646,1.4492760744078778e-08,3.358671137583147e-09,31,"POLYGON ((4.780209810547672 52.644150320814745, 4.7790600403261 52.6434811483244, 4.778361914675754 52.64277648882363, 4.777920488518212 52.64152569527065, 4.786690318821054 52.64060372486927, 4.791959552259576 52.64760407644994, 4.798903164131998 52.65378737314939, 4.799847473839222 52.65565737911945, 4.8006661020128885 52.65787219758835, 4.799672344493516 52.65787844266917, 4.798746583687373 52.65868470602245, 4.794898366222816 52.65698293400564, 4.795127910418992 52.65672961889897, 4.788995325022257 52.65400140165827, 4.788299206613197 52.65336802895411, 4.783746507538975 52.647019341684654, 4.783145403662857 52.646709459370484, 4.78229935016789 52.64653676402282, 4.7807970034919 52.64458553781784, 4.780209810547672 52.644150320814745))",GEBIED.13,29.0,1.0,0361000000000029,2.0,29,Beverkoog,2.0,2.0,,1.0,2010-06-06 22:00:00+00:00,,,,P,Nee,Nee,2010-06-06 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.78020988 52.64415036, 4.77906011 52.64348119, 4.77836198 52.64277653, 4.77792055 52.64152574, 4.78669038 52.64060377, 4.79195962 52.64760412, 4.79890323 52.65378741, 4.79984754 52.65565742, 4.80066617 52.65787224, 4.79967241 52.65787848, 4.79874665 52.65868475, 4.79489843 52.65698297, 4.79512798 52.65672966, 4.78899539 52.65400144, 4.78829927 52.65336807, 4.78374657 52.64701938, 4.78314547 52.6467095, 4.78229942 52.6465368, 4.78079707 52.64458558, 4.78020988 52.64415036))",Beverkoog,Alkmaar,Buurt,10.0,0.0,0.0,0.0,.,.,.,.,.,.,.,.,.,.,.,.,109.0,101.0,9.0,Beverkoog
Huiswaard 2 Oost,16.25601491498894,3.544594524003741e-09,5.762098144979291e-10,29,"POLYGON ((4.764617106505746 52.648896184173175, 4.757267973083283 52.64799449180043, 4.7577800549174505 52.647151413193804, 4.7601542616638595 52.64620346138802, 4.7610305974791105 52.645420930657636, 4.761250464392821 52.644628073450185, 4.7609574353340935 52.6438779552875, 4.761149265991474 52.64345593528049, 4.761504993021169 52.6430336540331, 4.761951238351604 52.64286810133831, 4.768931118204729 52.64595797859444, 4.764617106505746 52.648896184173175))",GEBIED.14,53.0,1.0,0361000000000053,2.0,53,Huiswaard 2 Oost,5.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.76461717 52.64889622, 4.75726804 52.64799453, 4.75778012 52.64715145, 4.76015433 52.6462035, 4.76103066 52.64542097, 4.76125053 52.64462811, 4.7609575 52.643878, 4.76114933 52.64345598, 4.76150506 52.64303369, 4.7619513 52.64286814, 4.76893118 52.64595802, 4.76461717 52.64889622))",Huiswaard-2-Oost,Alkmaar,Buurt,285.0,15.0,8.0,1500.0,"34,3","28,6","35,9","15,8","32,5","39,7","11,3","3,8","4,9","9,3","11,1",121,27.0,27.0,0.0,Huiswaard 2 Oost
Oudorperpolder - Noord,8.317392712912701,2.211123076190428e-09,1.8390778961259378e-10,16,"POLYGON ((4.770379300328474 52.63293144136069, 4.771559957138254 52.63610382894075, 4.770796779446092 52.636527120438174, 4.769579235050593 52.63664640821378, 4.766111058764938 52.636293503793674, 4.765596622042753 52.636450357423804, 4.764693772108655 52.6360449185882, 4.764028994175441 52.636052571454194, 4.763750408751409 52.63591753321908, 4.762691327053262 52.63612307717063, 4.762092592583679 52.635470510609515, 4.762546751326317 52.635224767891536, 4.763321497534161 52.63507213358958, 4.763790689403225 52.63468725216507, 4.765168857976433 52.6340754989046, 4.768113651678606 52.633155383745006, 4.770379300328474 52.63293144136069))",GEBIED.15,26.0,1.0,0361000000000026,2.0,26,Oudorperpolder - Noord,2.0,2.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.77037937 52.63293148, 4.77156002 52.63610387, 4.77079684 52.63652716, 4.7695793 52.63664645, 4.76611112 52.63629354, 4.76559669 52.6364504, 4.76469384 52.63604496, 4.76402906 52.63605261, 4.76375047 52.63591757, 4.76269139 52.63612312, 4.76209266 52.63547055, 4.76254682 52.63522481, 4.76332156 52.63507217, 4.76379075 52.63468729, 4.76516892 52.63407554, 4.76811372 52.63315542, 4.77037937 52.63293148))",Oudorperpolder-Noord,Alkmaar,Buurt,270.0,15.0,12.0,900.0,"35,6","30,4","37,7","19,0","33,6","39,5","13,8","3,7","5,4","9,4","11,3",177.1,17.0,16.0,1.0,Oudorperpolder - Noord
Binnenstad - West,9.006189534376546,5.344757782506431e-09,4.8135901604587e-10,31,"POLYGON ((4.749185407208509 52.63378926276505, 4.74690538527523 52.63438007766437, 4.7463176920957695 52.634729617801796, 4.7459419773253515 52.63520857501722, 4.744388301686869 52.63548468676492, 4.743120136701011 52.63450746623568, 4.742039527885602 52.63410533083729, 4.7415295438132175 52.63390819424325, 4.739900352749854 52.63389337692164, 4.739422734131688 52.63361169320793, 4.739895081224332 52.63292908349473, 4.740682786584407 52.632336379494134, 4.741071600882734 52.631718109152004, 4.7412452876759295 52.63046845250179, 4.74099927576519 52.62959071000445, 4.742022582189245 52.62925161378329, 4.742519467829253 52.629500498425536, 4.742826785233165 52.6294091549549, 4.744634348327285 52.62887187255314, 4.746104937083834 52.62814598995463, 4.746554004577942 52.62765127824707, 4.747341286719394 52.62761754690404, 4.747399797196954 52.628035645442154, 4.748099216644139 52.62893805643045, 4.74882283534787 52.62956709158384, 4.749038165992886 52.62982211175935, 4.749471619283328 52.63017850579817, 4.750078477416788 52.63055120445858, 4.750581874271114 52.63111179619122, 4.750855729600473 52.63208199322008, 4.751532178254725 52.63312983572107, 4.749185407208509 52.63378926276505))",GEBIED.16,80.0,1.0,0361000000000080,2.0,80,Binnenstad - West,8.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.74918547 52.6337893, 4.74690545 52.63438012, 4.74631776 52.63472966, 4.74594204 52.63520862, 4.74438837 52.63548473, 4.7431202 52.63450751, 4.74203959 52.63410537, 4.74152961 52.63390823, 4.73990042 52.63389342, 4.7394228 52.63361173, 4.73989515 52.63292912, 4.74068285 52.63233642, 4.74107167 52.63171815, 4.74124535 52.63046849, 4.74099934 52.62959075, 4.74202265 52.62925165, 4.74251953 52.62950054, 4.74282685 52.6294092, 4.74463441 52.62887191, 4.746105 52.62814603, 4.74655407 52.62765132, 4.74734135 52.62761759, 4.74739986 52.62803569, 4.74809928 52.6289381, 4.7488229 52.62956713, 4.74903823 52.62982215, 4.74947168 52.63017855, 4.75007854 52.63055125, 4.75058194 52.63111184, 4.75085579 52.63208203, 4.75153224 52.63312988, 4.74918547 52.6337893))",Binnenstad-West,Alkmaar,Buurt,380.0,10.0,4.0,2700.0,"42,5","38,9","27,5","23,6","35,4","50,1","12,1","5,5","5,8","8,2","10,1",21.9,40.0,36.0,4.0,Binnenstad - West
De Hoef I en II,21.764812374088464,6.8294774948768704e-09,1.4864229628905476e-09,39,"POLYGON ((4.7279021586005365 52.62948346980513, 4.730513887813346 52.63230528996968, 4.732937755126902 52.63496703064014, 4.730680859959198 52.635820695643105, 4.725335370792379 52.63750628478812, 4.723826797675987 52.637917170978774, 4.723142514428454 52.63719527510201, 4.720551658599197 52.63538206696087, 4.71895441455104 52.63482337385239, 4.716948499198013 52.633760549393074, 4.723693132418884 52.63127014304851, 4.725403986026092 52.630379806473066, 4.7279021586005365 52.62948346980513))",GEBIED.17,41.0,1.0,0361000000000041,2.0,41,De Hoef I en II,4.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.72790222 52.62948351, 4.73051395 52.63230533, 4.73293782 52.63496707, 4.73068092 52.63582074, 4.72533544 52.63750633, 4.72382686 52.63791721, 4.72314258 52.63719532, 4.72055172 52.63538211, 4.71895448 52.63482341, 4.71694856 52.63376059, 4.7236932 52.63127018, 4.72540405 52.63037985, 4.72790222 52.62948351))",De Hoef I en II,Alkmaar,Buurt,685.0,20.0,7.0,2800.0,"36,7","32,2","32,6","17,8","33,1","46,7","10,7","3,5","6,2","10,5","12,4",137.7,51.0,49.0,3.0,De Hoef I en II
Het Rak Noord,23.41213447013021,7.774839427945291e-09,1.8202558617072535e-09,60,"POLYGON ((4.753139079212459 52.658495681894685, 4.753951959483932 52.659782013386334, 4.753585196119984 52.66031871852081, 4.754068244852548 52.66089226698805, 4.755783811345111 52.661170715329455, 4.758314193016248 52.65974111455232, 4.758870544940784 52.659560841305264, 4.7595159128659805 52.66019560101158, 4.760394019370275 52.66037012600025, 4.760903734217602 52.66083877124177, 4.760538896872654 52.661000884382446, 4.7582856333747525 52.66219390823236, 4.756204844351037 52.66243977001394, 4.755668797626163 52.66275392236512, 4.756417454215142 52.6640042508091, 4.75700233983234 52.66419718781641, 4.757866238761526 52.664056591060415, 4.758205607543725 52.66361171257151, 4.759550066458628 52.663371000803785, 4.759884710519474 52.66358419026528, 4.75972492559229 52.664211580566736, 4.75851483243035 52.66505655868592, 4.75781901040279 52.666081770869184, 4.7572522161093165 52.66592621282474, 4.7558903326481685 52.66623236802287, 4.756004518332924 52.66673245606544, 4.7514701473056835 52.66756094469949, 4.750867174008647 52.66580539414885, 4.749847930745665 52.664920906896135, 4.748796172714237 52.664163081680584, 4.748787204643965 52.663371699803875, 4.747985215996044 52.66324647871607, 4.747091308508543 52.662804245552245, 4.746617158164934 52.660949893041376, 4.746804800995314 52.66015512025824, 4.746107171854926 52.65982581772573, 4.74679894374555 52.658696883442914, 4.7478105927020975 52.65818656669508, 4.74894262676989 52.657798556607915, 4.753139079212459 52.658495681894685))",GEBIED.18,61.0,1.0,0361000000000061,2.0,61,Het Rak Noord,6.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.75313914 52.65849572, 4.75395202 52.65978205, 4.75358526 52.66031876, 4.75406831 52.66089231, 4.75578388 52.66117076, 4.75831426 52.65974116, 4.75887061 52.65956088, 4.75951598 52.66019564, 4.76039408 52.66037017, 4.7609038 52.66083881, 4.76053896 52.66100093, 4.7582857 52.66219395, 4.75620491 52.66243981, 4.75566886 52.66275396, 4.75641752 52.66400429, 4.7570024 52.66419723, 4.7578663 52.66405663, 4.75820567 52.66361175, 4.75955013 52.66337104, 4.75988478 52.66358423, 4.75972499 52.66421162, 4.7585149 52.6650566, 4.75781908 52.66608181, 4.75725228 52.66592625, 4.7558904 52.66623241, 4.75600458 52.6667325, 4.75147021 52.66756099, 4.75086724 52.66580544, 4.749848 52.66492095, 4.74879624 52.66416312, 4.74878727 52.66337174, 4.74798528 52.66324652, 4.74709137 52.66280429, 4.74661722 52.66094993, 4.74680487 52.66015516, 4.74610724 52.65982586, 4.74679901 52.65869692, 4.74781066 52.65818661, 4.74894269 52.6577986, 4.75313914 52.65849572))",'t Rak-Noord,Alkmaar,Buurt,525.0,25.0,8.0,2500.0,"32,4","26,6","39,7","14,7","31,6","39,2","11,2","4,5","6,8","10,9","12,6",122.7,59.0,51.0,7.0,Het Rak Noord
Overdie - Oost,16.33836278719087,3.778595339666092e-09,6.173606148545332e-10,26,"POLYGON ((4.752370714063614 52.618487487601115, 4.750440384512756 52.61889113627034, 4.746381444445527 52.614218580191896, 4.746258811020574 52.61359634615047, 4.747632136550883 52.613559849945176, 4.749445863488099 52.61374272783087, 4.75055277271698 52.61402177803599, 4.759570564535979 52.617295862547365, 4.759399012657476 52.61842777135453, 4.752370714063614 52.618487487601115))",GEBIED.19,32.0,1.0,0361000000000032,2.0,32,Overdie - Oost,3.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.75237078 52.61848753, 4.75044045 52.61889118, 4.74638151 52.61421862, 4.74625888 52.61359639, 4.7476322 52.61355989, 4.74944593 52.61374277, 4.75055284 52.61402182, 4.75957063 52.6172959, 4.75939908 52.61842781, 4.75237078 52.61848753))",Overdie-Oost,Alkmaar,Buurt,370.0,15.0,5.0,2300.0,"24,0","18,5","59,6","5,1","24,1","65,2","5,5","13,3","18,5","27,8","33,1",2.5,28.0,28.0,1.0,Overdie - Oost
Staatsliedenkwartier en Landstraten,5.6868762824817845,2.9210963206380275e-09,1.66119133846812e-10,7,"POLYGON ((4.745508060491697 52.626935289705735, 4.745137438410307 52.6263398568769, 4.744714302162577 52.625829814957065, 4.744194718042802 52.62542711545359, 4.746663289509678 52.62408526417672, 4.747761442217033 52.62236061589386, 4.746833128866386 52.62128693721006, 4.7477422416222055 52.62046251778858, 4.749144796431123 52.62201367057052, 4.751713762705471 52.62498337498447, 4.752728834242816 52.626573473718445, 4.747983374045511 52.627639326187314, 4.747341286719394 52.62761754690404, 4.746554004577942 52.62765127824707, 4.746010940626309 52.62721021949913, 4.745508060491697 52.626935289705735))",GEBIED.20,12.0,1.0,0361000000000012,2.0,12,Staatsliedenkwartier en Landstraten,1.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.74550813 52.62693533, 4.7451375 52.6263399, 4.74471437 52.62582986, 4.74419478 52.62542716, 4.74666335 52.6240853, 4.74776151 52.62236066, 4.74683319 52.62128698, 4.74774231 52.62046256, 4.74914486 52.62201371, 4.75171383 52.62498342, 4.7527289 52.62657351, 4.74798344 52.62763937, 4.74734135 52.62761759, 4.74655407 52.62765132, 4.74601101 52.62721026, 4.74550813 52.62693533))",Staatsliedenkwartier en Landstraten,Alkmaar,Buurt,435.0,15.0,9.0,1800.0,"35,6","30,6","41,2","18,0","32,5","48,5","15,8","5,9","9,6","14,3","16,3",62.1,22.0,21.0,1.0,Staatsliedenkwartier en Landstraten
Oud Rochdale,1.3797752282010438,1.1459945434769878e-09,1.581214882743112e-11,2,"POLYGON ((4.746663289509678 52.62408526417672, 4.744194718042802 52.62542711545359, 4.743942092246252 52.625268731477775, 4.743571849730203 52.6248244889592, 4.742119297094062 52.624783856818404, 4.741718554147195 52.62458512901424, 4.741482221707579 52.6240277016506, 4.742733464921526 52.623561255802976, 4.744269609035765 52.622905231851774, 4.746007945077878 52.62191101681114, 4.746833128866386 52.62128693721006, 4.747761442217033 52.62236061589386, 4.746663289509678 52.62408526417672))",GEBIED.21,13.0,1.0,0361000000000013,2.0,13,Oud Rochdale,1.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.74666335 52.6240853, 4.74419478 52.62542716, 4.74394216 52.62526877, 4.74357191 52.62482453, 4.74211936 52.6247839, 4.74171862 52.62458517, 4.74148229 52.62402774, 4.74273353 52.6235613, 4.74426967 52.62290527, 4.74600801 52.62191106, 4.74683319 52.62128698, 4.74776151 52.62236066, 4.74666335 52.6240853))",Oud-Rochdale,Alkmaar,Buurt,205.0,5.0,7.0,700.0,"28,4","25,3","49,4","8,0","26,0","71,3","3,0","7,1","11,5","19,3","24,8",11.8,9.0,8.0,0.0,Oud Rochdale
Oudorp Centrum,16.27028753041826,6.104518890525377e-09,9.932227758371774e-10,47,"POLYGON ((4.770379300328474 52.63293144136069, 4.769653312889385 52.630601002109415, 4.7693385451435715 52.629540845019044, 4.770501251373533 52.629285028616955, 4.769651510071436 52.62832287013764, 4.770899238701056 52.62795856565743, 4.771850349438253 52.627505141094936, 4.77285086566932 52.62691364998704, 4.773838808206729 52.62729894925661, 4.774398080737695 52.627625896797674, 4.77454039148458 52.6279936977344, 4.774681411612277 52.62807548964289, 4.775020756055895 52.627994042297516, 4.776541168229116 52.6290295388483, 4.777378937343004 52.630733323432885, 4.777958609977325 52.632539923348176, 4.778140018489093 52.63557006385293, 4.772199482829682 52.63691895798359, 4.771559957138254 52.63610382894075, 4.770379300328474 52.63293144136069))",GEBIED.22,22.0,1.0,0361000000000022,2.0,22,Oudorp Centrum,2.0,2.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.77037937 52.63293148, 4.76965338 52.63060104, 4.76933861 52.62954089, 4.77050132 52.62928507, 4.76965158 52.62832291, 4.7708993 52.62795861, 4.77185041 52.62750518, 4.77285093 52.62691369, 4.77383887 52.62729899, 4.77439815 52.62762594, 4.77454046 52.62799374, 4.77468148 52.62807553, 4.77502082 52.62799408, 4.77654123 52.62902958, 4.777379 52.63073336, 4.77795868 52.63253996, 4.77814008 52.6355701, 4.77219955 52.636919, 4.77156002 52.63610387, 4.77037937 52.63293148))",Oudorp-Centrum,Alkmaar,Buurt,645.0,30.0,15.0,1600.0,"38,8","32,1","37,7","24,3","38,9","26,5","29,3","2,4","3,3","5,2","6,7",369.1,46.0,46.0,0.0,Oudorp Centrum
Nassaukwartier en Hout,33.1288589711112,8.02507952087665e-09,2.658617276790751e-09,99,"POLYGON ((4.732403280329757 52.63095536575139, 4.731371965086753 52.62932518929785, 4.730820602488454 52.628244001625724, 4.7304030958089305 52.627334363523545, 4.729007525743823 52.62657511661901, 4.73057389941775 52.626026790919916, 4.7321983698809635 52.62530089631234, 4.736600379429385 52.6232611667002, 4.7370676838277905 52.62399246897316, 4.73792024323883 52.62517139315812, 4.7387981256032115 52.626073073484136, 4.741035648183862 52.62809715489313, 4.74170367154376 52.628717219564244, 4.742826785233165 52.6294091549549, 4.742519467829253 52.629500498425536, 4.742022582189245 52.62925161378329, 4.74099927576519 52.62959071000445, 4.7412452876759295 52.63046845250179, 4.741071600882734 52.631718109152004, 4.740682786584407 52.632336379494134, 4.739895081224332 52.63292908349473, 4.739422734131688 52.63361169320793, 4.739900352749854 52.63389337692164, 4.7415295438132175 52.63390819424325, 4.742039527885602 52.63410533083729, 4.741621918706267 52.634374947526936, 4.739372240908312 52.63526875561593, 4.732789214757416 52.63125805315831, 4.732403280329757 52.63095536575139))",GEBIED.23,15.0,1.0,0361000000000015,2.0,15,Nassaukwartier en Hout,1.0,1.0,,1.0,1995-05-15 22:00:00+00:00,,,,P,Nee,Nee,1995-05-15 22:00:00+00:00,,,,,,,,,,,,,,,,,2012-08-23 09:13:02+00:00,,Beheer,100.0,,,,,,,,"POLYGON ((4.73240335 52.63095541, 4.73137203 52.62932523, 4.73082067 52.62824404, 4.73040316 52.6273344, 4.72900759 52.62657516, 4.73057396 52.62602683, 4.73219843 52.62530094, 4.73660044 52.62326121, 4.73706775 52.62399251, 4.73792031 52.62517143, 4.73879819 52.62607311, 4.74103571 52.6280972, 4.74170374 52.62871726, 4.74282685 52.6294092, 4.74251953 52.62950054, 4.74202265 52.62925165, 4.74099934 52.62959075, 4.74124535 52.63046849, 4.74107167 52.63171815, 4.74068285 52.63233642, 4.73989515 52.63292912, 4.7394228 52.63361173, 4.73990042 52.63389342, 4.74152961 52.63390823, 4.74203959 52.63410537, 4.74162198 52.63437499, 4.73937231 52.6352688, 4.73278928 52.63125809, 4.73240335 52.63095541))",Nassaukwartier en Hout,Alkmaar,Buurt,360.0,5.0,3.0,1300.0,"47,8","39,2","33,0","30,3","44,7","28,8","36,2","2,3","2,8","4,5","5,7",384.7,60.0,59.0,2.0,Nassaukwartier en Hout
