# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 257         4.603       52.506      8.50        Wijk aan Zee
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# NG        : Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten; 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants; 9=sky invisible)
# STN,YYYYMMDD,   TG,   TN,   TX,   NG
  257,20100101,  -27,  -92,   12,     
  257,20100102,    7,  -72,   42,     
  257,20100103,  -36,  -84,    3,     
  257,20100104,   14,  -23,   36,     
  257,20100105,   26,    1,   41,     
  257,20100106,   -5,  -21,   18,     
  257,20100107,  -35,  -94,    0,     
  257,20100108,  -61, -105,  -39,     
  257,20100109,  -19,  -47,   -3,     
  257,20100110,   -2,   -6,    1,     
  257,20100111,   -5,  -11,    2,     
  257,20100112,  -18,  -45,   -4,     
  257,20100113,  -38,  -58,  -12,     
  257,20100114,    2,  -14,   32,     
  257,20100115,   12,  -21,   24,     
  257,20100116,   13,    4,   22,     
  257,20100117,   43,   10,   59,     
  257,20100118,   46,   38,   53,     
  257,20100119,   34,    6,   53,     
  257,20100120,   11,    4,   29,     
  257,20100121,   14,    6,   26,     
  257,20100122,   24,    7,   56,     
  257,20100123,   17,   -4,   33,     
  257,20100124,   -9,  -18,   -3,     
  257,20100125,  -41,  -83,  -18,     
  257,20100126,  -82, -113,  -46,     
  257,20100127,    2, -120,   55,     
  257,20100128,   38,   20,   51,     
  257,20100129,   28,    5,   45,     
  257,20100130,    8,  -26,   38,     
  257,20100131,   29,   18,   38,     
  257,20100201,   18,  -28,   45,     
  257,20100202,   38,   18,   52,     
  257,20100203,   35,   21,   52,     
  257,20100204,   56,   23,   78,     
  257,20100205,   46,   22,   67,     
  257,20100206,   20,    3,   55,     
  257,20100207,    2,   -7,    9,     
  257,20100208,  -41,  -56,   -6,     
  257,20100209,  -31,  -50,  -11,     
  257,20100210,  -24,  -76,    0,     
  257,20100211,  -18,  -52,    3,     
  257,20100212,  -30, -112,   21,     
  257,20100213,  -11,  -51,   15,     
  257,20100214,  -22,  -73,   -1,     
  257,20100215,  -30,  -55,   -8,     
  257,20100216,   -1,  -25,   28,     
  257,20100217,   -5,  -41,   24,     
  257,20100218,   28,   -1,   51,     
  257,20100219,   38,   13,   58,     
  257,20100220,   20,  -23,   40,     
  257,20100221,   12,  -28,   39,     
  257,20100222,   31,   15,   43,     
  257,20100223,    8,   -7,   28,     
  257,20100224,   58,   -1,  100,     
  257,20100225,   66,   45,   86,     
  257,20100226,   65,   45,   87,     
  257,20100227,   67,   43,   87,     
  257,20100228,   48,   31,   80,     
  257,20100301,   40,   26,   64,     
  257,20100302,   44,   29,   66,     
  257,20100303,   19,  -37,   70,     
  257,20100304,   20,  -13,   61,     
  257,20100305,   27,  -42,   54,     
  257,20100306,    5,  -43,   36,     
  257,20100307,  -18,  -84,   35,     
  257,20100308,   13,  -35,   61,     
  257,20100309,    2,  -49,   53,     
  257,20100310,    3,  -22,   19,     
  257,20100311,   29,    1,   58,     
  257,20100312,   42,   34,   57,     
  257,20100313,   49,   36,   67,     
  257,20100314,   54,   45,   69,     
  257,20100315,   53,   42,   72,     
  257,20100316,   50,   37,   72,     
  257,20100317,   67,   48,   93,     
  257,20100318,  117,   54,  171,     
  257,20100319,   97,   70,  131,     
  257,20100320,   98,   75,  134,     
  257,20100321,   66,   51,   85,     
  257,20100322,   76,   14,  120,     
  257,20100323,   81,   52,  109,     
  257,20100324,  138,   93,  189,     
  257,20100325,  144,  106,  192,     
  257,20100326,   96,   71,  132,     
  257,20100327,   77,   60,   93,     
  257,20100328,   69,   61,   78,     
  257,20100329,   93,   61,  127,     
  257,20100330,   98,   62,  145,     
  257,20100331,   64,   47,   94,     
  257,20100401,   54,   36,   77,     
  257,20100402,   83,   41,  133,     
  257,20100403,   78,   62,  106,     
  257,20100404,   65,   54,   79,     
  257,20100405,   77,   53,   99,     
  257,20100406,  119,   67,  166,     
  257,20100407,  113,   76,  160,     
  257,20100408,   75,   60,   96,     
  257,20100409,   80,   50,  106,     
  257,20100410,   59,   -7,  106,     
  257,20100411,   66,    6,  115,     
  257,20100412,   91,   21,  144,     
  257,20100413,   83,   57,  144,     
  257,20100414,   96,   57,  153,     
  257,20100415,   81,   30,  152,     
  257,20100416,   66,   -2,  101,     
  257,20100417,   38,  -34,   99,     
  257,20100418,   63,  -26,  127,     
  257,20100419,   78,   32,  127,     
  257,20100420,   78,   59,  105,     
  257,20100421,   66,   55,   87,     
  257,20100422,   55,  -23,   96,     
  257,20100423,   48,  -41,  107,     
  257,20100424,  122,   26,  185,     
  257,20100425,  117,   63,  191,     
  257,20100426,  100,   80,  127,     
  257,20100427,  103,   39,  150,     
  257,20100428,  160,   88,  206,     
  257,20100429,  148,  102,  193,     
  257,20100430,  107,   94,  121,     
  257,20100501,   93,   39,  117,     
  257,20100502,   73,   42,  101,     
  257,20100503,   63,   42,   73,     
  257,20100504,   73,   53,   98,     
  257,20100505,   84,   54,  124,     
  257,20100506,   84,   37,  126,     
  257,20100507,   76,   60,   96,     
  257,20100508,   86,   70,  119,     
  257,20100509,   81,   34,  119,     
  257,20100510,   67,    6,  105,     
  257,20100511,   73,   28,  116,     
  257,20100512,   62,   44,   74,     
  257,20100513,   62,  -15,   96,     
  257,20100514,   56,  -22,  116,     
  257,20100515,   79,  -14,  129,     
  257,20100516,  108,   89,  135,     
  257,20100517,  103,   63,  136,     
  257,20100518,  100,   49,  127,     
  257,20100519,  100,   29,  134,     
  257,20100520,  107,   22,  168,     
  257,20100521,  103,   45,  148,     
  257,20100522,  111,   64,  147,     
  257,20100523,  132,   56,  175,     
  257,20100524,  132,   71,  167,     
  257,20100525,  107,   45,  148,     
  257,20100526,   99,   36,  137,     
  257,20100527,   90,   22,  140,     
  257,20100528,  107,   23,  144,     
  257,20100529,  143,   90,  208,     
  257,20100530,  117,  101,  134,     
  257,20100531,  119,   65,  150,     
  257,20100601,  108,   39,  144,     
  257,20100602,  128,   66,  163,     
  257,20100603,  145,   42,  209,     
  257,20100604,  154,   91,  216,     
  257,20100605,  182,  101,  251,     
  257,20100606,  170,  134,  244,     
  257,20100607,  130,   98,  155,     
  257,20100608,  165,  122,  221,     
  257,20100609,  166,  149,  185,     
  257,20100610,  165,  147,  196,     
  257,20100611,  139,   89,  168,     
  257,20100612,  132,   94,  158,     
  257,20100613,  134,  112,  168,     
  257,20100614,  151,  102,  208,     
  257,20100615,  124,   82,  161,     
  257,20100616,  146,   88,  201,     
  257,20100617,  151,   90,  221,     
  257,20100618,  127,   95,  154,     
  257,20100619,  118,  100,  141,     
  257,20100620,  117,   97,  134,     
  257,20100621,  125,   72,  152,     
  257,20100622,  123,   32,  169,     
  257,20100623,  162,   89,  219,     
  257,20100624,  159,   85,  218,     
  257,20100625,  162,  103,  199,     
  257,20100626,  174,  116,  220,     
  257,20100627,  197,  130,  240,     
  257,20100628,  184,  102,  255,     
  257,20100629,  166,   84,  235,     
  257,20100630,  168,  140,  200,     
  257,20100701,  181,  109,  220,     
  257,20100702,  235,  180,  293,     
  257,20100703,  179,  123,  227,     
  257,20100704,  176,  100,  231,     
  257,20100705,  172,  145,  195,     
  257,20100706,  153,   84,  183,     
  257,20100707,  182,  117,  212,     
  257,20100708,  192,  153,  233,     
  257,20100709,  221,  155,  327,     
  257,20100710,  207,  149,  252,     
  257,20100711,  202,  154,  248,     
  257,20100712,  190,  158,  233,     
  257,20100713,  185,  165,  228,     
  257,20100714,  194,  160,  249,     
  257,20100715,  180,  131,  207,     
  257,20100716,  179,  162,  203,     
  257,20100717,  169,  112,  195,     
  257,20100718,  167,  101,  207,     
  257,20100719,  181,  116,  233,     
  257,20100720,  232,  136,  304,     
  257,20100721,  204,  176,  228,     
  257,20100722,  168,   92,  208,     
  257,20100723,  162,   80,  208,     
  257,20100724,  158,  117,  185,     
  257,20100725,  171,  125,  200,     
  257,20100726,  168,  151,  192,     
  257,20100727,  178,  152,  200,     
  257,20100728,  173,  144,  192,     
  257,20100729,  166,  141,  187,     
  257,20100730,  177,  145,  201,     
  257,20100731,  177,  159,  187,     
  257,20100801,  181,  137,  211,     
  257,20100802,  173,  135,  199,     
  257,20100803,  178,  156,  201,     
  257,20100804,  166,  146,  193,     
  257,20100805,  161,   98,  189,     
  257,20100806,  177,   97,  218,     
  257,20100807,  175,  153,  193,     
  257,20100808,  174,  143,  194,     
  257,20100809,  186,  157,  216,     
  257,20100810,  178,  158,  206,     
  257,20100811,  166,  113,  189,     
  257,20100812,  160,  135,  198,     
  257,20100813,  155,  101,  191,     
  257,20100814,  179,   95,  231,     
  257,20100815,  174,  155,  204,     
  257,20100816,  193,  174,  225,     
  257,20100817,  167,  150,  179,     
  257,20100818,  175,  165,  190,     
  257,20100819,  181,  163,  203,     
  257,20100820,  206,  173,  252,     
  257,20100821,  203,  189,  221,     
  257,20100822,  188,  165,  210,     
  257,20100823,  186,  171,  209,     
  257,20100824,  168,  123,  189,     
  257,20100825,  163,  134,  192,     
  257,20100826,  158,  133,  189,     
  257,20100827,  148,  132,  174,     
  257,20100828,  153,  125,  172,     
  257,20100829,  140,  100,  162,     
  257,20100830,  153,  122,  178,     
  257,20100831,  133,   71,  175,     
  257,20100901,  130,   71,  174,     
  257,20100902,  126,   67,  171,     
  257,20100903,  135,   64,  183,     
  257,20100904,  132,   58,  183,     
  257,20100905,  136,   93,  189,     
  257,20100906,  152,   97,  205,     
  257,20100907,  124,  106,  144,     
  257,20100908,  144,  117,  191,     
  257,20100909,  167,  153,  193,     
  257,20100910,  165,  146,  184,     
  257,20100911,  180,  165,  200,     
  257,20100912,  161,  144,  179,     
  257,20100913,  164,  145,  185,     
  257,20100914,  165,  132,  176,     
  257,20100915,  142,  113,  162,     
  257,20100916,  136,  110,  161,     
  257,20100917,  127,  106,  147,     
  257,20100918,  134,  110,  160,     
  257,20100919,  149,  125,  161,     
  257,20100920,  164,  149,  182,     
  257,20100921,  146,   94,  188,     
  257,20100922,  160,  114,  212,     
  257,20100923,  168,  155,  190,     
  257,20100924,  149,  116,  170,     
  257,20100925,  116,   94,  137,     
  257,20100926,   92,   35,  138,     
  257,20100927,  121,   63,  143,     
  257,20100928,  125,   87,  145,     
  257,20100929,  106,   64,  151,     
  257,20100930,  115,   80,  153,     
  257,20101001,  131,   74,  173,     
  257,20101002,  157,  125,  180,     
  257,20101003,  188,  152,  228,     
  257,20101004,  183,  149,  227,     
  257,20101005,  169,  145,  194,     
  257,20101006,  158,  116,  182,     
  257,20101007,  129,   55,  171,     
  257,20101008,  148,  119,  165,     
  257,20101009,  133,  102,  166,     
  257,20101010,  111,   77,  163,     
  257,20101011,  100,   61,  154,     
  257,20101012,   95,   27,  143,     
  257,20101013,  112,   79,  144,     
  257,20101014,  109,   95,  124,     
  257,20101015,  105,   69,  132,     
  257,20101016,   76,   22,  110,     
  257,20101017,   45,  -10,  110,     
  257,20101018,  104,    2,  134,     
  257,20101019,  103,   62,  132,     
  257,20101020,   79,   50,  103,     
  257,20101021,  105,   63,  120,     
  257,20101022,  118,  100,  132,     
  257,20101023,   89,   61,  114,     
  257,20101024,   94,   71,  114,     
  257,20101025,   93,   60,  116,     
  257,20101026,   94,   74,  112,     
  257,20101027,  103,   75,  113,     
  257,20101028,  121,  105,  130,     
  257,20101029,  110,   76,  143,     
  257,20101030,  119,   88,  143,     
  257,20101031,   94,   63,  126,     
  257,20101101,   84,   58,   93,     
  257,20101102,  118,   93,  133,     
  257,20101103,  126,  110,  139,     
  257,20101104,  140,  136,  143,     
  257,20101105,  126,   89,  143,     
  257,20101106,   95,   57,  117,     
  257,20101107,   56,   13,   83,     
  257,20101108,   52,   20,   81,     
  257,20101109,   45,   37,   54,     
  257,20101110,   64,   41,   88,     
  257,20101111,   82,   48,  119,     
  257,20101112,  116,  102,  123,     
  257,20101113,  107,   95,  114,     
  257,20101114,  105,   82,  125,     
  257,20101115,   62,   -2,  102,     
  257,20101116,   41,  -10,  102,     
  257,20101117,   42,    6,   53,     
  257,20101118,   50,   41,   66,     
  257,20101119,   70,   25,  100,     
  257,20101120,   54,    5,   86,     
  257,20101121,   50,   24,   82,     
  257,20101122,   44,   19,   67,     
  257,20101123,   51,    6,   78,     
  257,20101124,   29,   -4,   54,     
  257,20101125,   18,  -13,   35,     
  257,20101126,   -2,  -39,   33,     
  257,20101127,    7,  -13,   16,     
  257,20101128,  -22,  -38,    4,     
  257,20101129,  -19,  -41,    0,     
  257,20101130,  -15,  -38,   -3,     
  257,20101201,  -55,  -66,  -38,     
  257,20101202,  -62,  -78,  -50,     
  257,20101203,  -23,  -70,   30,     
  257,20101204,   -8,  -36,   12,     
  257,20101205,   30,   10,   50,     
  257,20101206,    1,  -20,   22,     
  257,20101207,  -31,  -39,  -13,     
  257,20101208,  -15,  -41,   43,     
  257,20101209,   46,   12,   67,     
  257,20101210,   49,   -5,   71,     
  257,20101211,   73,   60,   84,     
  257,20101212,   34,  -37,   67,     
  257,20101213,   -5,  -80,   51,     
  257,20101214,  -30,  -74,   10,     
  257,20101215,   28,  -57,   54,     
  257,20101216,   28,  -15,   59,     
  257,20101217,   -8,  -21,    6,     
  257,20101218,  -30,  -48,   -7,     
  257,20101219,  -53,  -62,  -38,     
  257,20101220,  -35,  -89,   -2,     
  257,20101221,  -46,  -83,  -24,     
  257,20101222,  -23,  -39,  -14,     
  257,20101223,    1,  -14,    6,     
  257,20101224,   -7,  -22,    1,     
  257,20101225,   -8,  -63,   33,     
  257,20101226,   35,   -4,   47,     
  257,20101227,   11,   -3,   36,     
  257,20101228,   10,    3,   22,     
  257,20101229,    9,    1,   17,     
  257,20101230,   12,  -15,   41,     
  257,20101231,   46,   36,   55,     
  257,20110101,   43,   24,   55,     
  257,20110102,   36,   20,   50,     
  257,20110103,   14,  -29,   36,     
  257,20110104,   22,    8,   33,     
  257,20110105,   11,    1,   39,     
  257,20110106,   45,   31,   59,     
  257,20110107,   50,   -4,  109,     
  257,20110108,   77,   37,  116,     
  257,20110109,   47,   39,   59,     
  257,20110110,   31,   12,   54,     
  257,20110111,   32,    4,   58,     
  257,20110112,   52,   39,   67,     
  257,20110113,   67,   61,   73,     
  257,20110114,   71,   64,   79,     
  257,20110115,   78,   59,   95,     
  257,20110116,  105,   86,  121,     
  257,20110117,   78,   45,   99,     
  257,20110118,   40,    6,   55,     
  257,20110119,   47,   30,   62,     
  257,20110120,   26,  -14,   57,     
  257,20110121,   20,  -34,   48,     
  257,20110122,   47,   19,   62,     
  257,20110123,   54,   41,   61,     
  257,20110124,   56,   51,   64,     
  257,20110125,   49,    5,   61,     
  257,20110126,   13,   -5,   43,     
  257,20110127,   -6,  -31,    7,     
  257,20110128,  -21,  -42,    3,     
  257,20110129,  -24,  -53,    8,     
  257,20110130,   -5,  -29,   15,     
  257,20110131,    0,  -16,   19,     
  257,20110201,   19,  -10,   48,     
  257,20110202,   47,   33,   55,     
  257,20110203,   56,   45,   66,     
  257,20110204,   73,   66,   80,     
  257,20110205,   78,   75,   81,     
  257,20110206,   76,   72,   86,     
  257,20110207,   70,   60,   80,     
  257,20110208,   36,  -41,   71,     
  257,20110209,   49,  -38,   85,     
  257,20110210,   66,   48,   83,     
  257,20110211,   57,   47,   71,     
  257,20110212,   44,   21,   68,     
  257,20110213,   63,   39,   78,     
  257,20110214,   64,   42,   73,     
  257,20110215,   60,   25,   84,     
  257,20110216,   66,   24,  107,     
  257,20110217,   32,    5,   62,     
  257,20110218,    9,    1,   13,     
  257,20110219,   15,    5,   44,     
  257,20110220,    0,  -23,   25,     
  257,20110221,  -18,  -43,   23,     
  257,20110222,  -15,  -62,   31,     
  257,20110223,    8,  -11,   31,     
  257,20110224,   54,   19,   79,     
  257,20110225,   79,   49,  101,     
  257,20110226,   76,   54,  105,     
  257,20110227,   44,   19,   57,     
  257,20110228,   24,    8,   41,     
  257,20110301,   21,    9,   39,     
  257,20110302,   14,   -8,   51,     
  257,20110303,    0,  -22,   50,     
  257,20110304,  -13,  -49,   32,     
  257,20110305,   28,  -15,   70,     
  257,20110306,   30,  -11,   70,     
  257,20110307,   25,  -21,   85,     
  257,20110308,   43,   -3,   75,     
  257,20110309,   57,   46,   79,     
  257,20110310,   66,   53,   83,     
  257,20110311,   65,   51,   80,     
  257,20110312,   96,   58,  136,     
  257,20110313,   99,   82,  126,     
  257,20110314,   85,   61,  131,     
  257,20110315,   96,   68,  143,     
  257,20110316,   67,   49,  103,     
  257,20110317,   48,   43,   64,     
  257,20110318,   55,   19,   85,     
  257,20110319,   22,  -39,   72,     
  257,20110320,   37,  -45,   93,     
  257,20110321,   57,   -3,   99,     
  257,20110322,   58,   -3,  106,     
  257,20110323,   41,  -15,  126,     
  257,20110324,   50,  -20,  116,     
  257,20110325,   68,    7,  109,     
  257,20110326,   41,  -13,   73,     
  257,20110327,   37,  -38,  112,     
  257,20110328,   23,  -53,   86,     
  257,20110329,   44,  -48,  117,     
  257,20110330,   86,   23,  133,     
  257,20110331,   88,   70,  111,     
  257,20110401,  100,   75,  136,     
  257,20110402,  145,   92,  240,     
  257,20110403,   89,   78,  115,     
  257,20110404,   85,   74,  108,     
  257,20110405,   90,   81,  103,     
  257,20110406,  111,   90,  141,     
  257,20110407,   89,   57,  124,     
  257,20110408,   81,   34,  115,     
  257,20110409,   82,   16,  127,     
  257,20110410,  107,   46,  174,     
  257,20110411,  105,   51,  171,     
  257,20110412,   81,   72,   98,     
  257,20110413,   85,   37,  110,     
  257,20110414,   82,   35,  106,     
  257,20110415,   82,    7,  139,     
  257,20110416,   84,   23,  150,     
  257,20110417,   86,    9,  139,     
  257,20110418,  134,   74,  193,     
  257,20110419,  154,   88,  231,     
  257,20110420,  177,   96,  241,     
  257,20110421,  174,   92,  250,     
  257,20110422,  190,  120,  260,     
  257,20110423,  183,   96,  260,     
  257,20110424,  132,   55,  224,     
  257,20110425,  157,   41,  234,     
  257,20110426,  137,   84,  205,     
  257,20110427,  100,   71,  131,     
  257,20110428,  140,   94,  185,     
  257,20110429,  164,  103,  223,     
  257,20110430,  148,  105,  208,     
  257,20110501,  128,   78,  185,     
  257,20110502,   96,   47,  142,     
  257,20110503,   71,  -10,  135,     
  257,20110504,   69,  -12,  121,     
  257,20110505,  103,   18,  157,     
  257,20110506,  163,   73,  232,     
  257,20110507,  209,  113,  283,     
  257,20110508,  187,  134,  250,     
  257,20110509,  142,   79,  207,     
  257,20110510,  130,   67,  189,     
  257,20110511,  119,   53,  164,     
  257,20110512,  130,  115,  154,     
  257,20110513,  132,  106,  157,     
  257,20110514,  121,  106,  144,     
  257,20110515,  116,   97,  144,     
  257,20110516,  128,  115,  143,     
  257,20110517,  133,  119,  147,     
  257,20110518,  136,  115,  154,     
  257,20110519,  119,   72,  156,     
  257,20110520,  122,   58,  180,     
  257,20110521,  147,   62,  196,     
  257,20110522,  149,  129,  173,     
  257,20110523,  147,  118,  177,     
  257,20110524,  133,  116,  155,     
  257,20110525,  141,   37,  197,     
  257,20110526,  145,  119,  175,     
  257,20110527,  122,  113,  142,     
  257,20110528,  131,  118,  145,     
  257,20110529,  143,  133,  158,     
  257,20110530,  172,  129,  260,     
  257,20110531,  127,  107,  149,     
  257,20110601,  126,   48,  167,     
  257,20110602,  144,   33,  191,     
  257,20110603,  178,  123,  239,     
  257,20110604,  192,  130,  269,     
  257,20110605,  154,  130,  185,     
  257,20110606,  140,  115,  175,     
  257,20110607,  144,  114,  192,     
  257,20110608,  142,  115,  168,     
  257,20110609,  145,  101,  176,     
  257,20110610,  136,  100,  195,     
  257,20110611,  124,   85,  152,     
  257,20110612,  144,   88,  173,     
  257,20110613,  154,  129,  180,     
  257,20110614,  141,   76,  176,     
  257,20110615,  164,   85,  208,     
  257,20110616,  155,  133,  176,     
  257,20110617,  148,  130,  174,     
  257,20110618,  145,  126,  167,     
  257,20110619,  141,  124,  160,     
  257,20110620,  153,  125,  181,     
  257,20110621,  163,  138,  184,     
  257,20110622,  155,  128,  168,     
  257,20110623,  154,  136,  179,     
  257,20110624,  146,  116,  172,     
  257,20110625,  147,  121,  165,     
  257,20110626,  181,  159,  224,     
  257,20110627,  253,  172,  312,     
  257,20110628,  241,  182,  325,     
  257,20110629,  159,  139,  201,     
  257,20110630,  155,  139,  181,     
  257,20110701,  149,  137,  173,     
  257,20110702,  149,  134,  172,     
  257,20110703,  145,   74,  178,     
  257,20110704,  139,   64,  182,     
  257,20110705,  167,   63,  226,     
  257,20110706,  176,  145,  196,     
  257,20110707,  182,  146,  228,     
  257,20110708,  171,  142,  204,     
  257,20110709,  172,  154,  196,     
  257,20110710,  164,   95,  204,     
  257,20110711,  164,   83,  214,     
  257,20110712,  171,  136,  232,     
  257,20110713,  135,  125,  149,     
  257,20110714,  148,  130,  181,     
  257,20110715,  172,  142,  200,     
  257,20110716,  168,  149,  206,     
  257,20110717,  162,  143,  188,     
  257,20110718,  155,  139,  170,     
  257,20110719,  153,   96,  192,     
  257,20110720,  153,   79,  196,     
  257,20110721,  165,  131,  203,     
  257,20110722,  150,  126,  175,     
  257,20110723,  137,  119,  161,     
  257,20110724,  134,  124,  142,     
  257,20110725,  152,  131,  179,     
  257,20110726,  152,  135,  177,     
  257,20110727,  169,  123,  211,     
  257,20110728,  175,  127,  227,     
  257,20110729,  151,  127,  170,     
  257,20110730,  147,  139,  161,     
  257,20110731,  144,   81,  182,     
  257,20110801,  161,   79,  223,     
  257,20110802,  193,  129,  254,     
  257,20110803,  181,  138,  199,     
  257,20110804,  188,  127,  239,     
  257,20110805,  173,  115,  207,     
  257,20110806,  177,  137,  238,     
  257,20110807,  173,  148,  191,     
  257,20110808,  156,  127,  185,     
  257,20110809,  148,  130,  163,     
  257,20110810,  162,  139,  186,     
  257,20110811,  173,  165,  183,     
  257,20110812,  162,  117,  187,     
  257,20110813,  171,  128,  190,     
  257,20110814,  178,  166,  201,     
  257,20110815,  167,  107,  194,     
  257,20110816,  178,  152,  205,     
  257,20110817,  162,  125,  186,     
  257,20110818,  153,  131,  183,     
  257,20110819,  159,  128,  183,     
  257,20110820,  171,  128,  205,     
  257,20110821,  187,  131,  248,     
  257,20110822,  167,  130,  196,     
  257,20110823,  184,  156,  214,     
  257,20110824,  178,  164,  199,     
  257,20110825,  172,  132,  242,     
  257,20110826,  177,  154,  213,     
  257,20110827,  153,  128,  176,     
  257,20110828,  162,  135,  179,     
  257,20110829,  141,  117,  160,     
  257,20110830,  153,  132,  178,     
  257,20110831,  138,   80,  169,     
  257,20110901,  130,   83,  168,     
  257,20110902,  172,   92,  245,     
  257,20110903,  202,  143,  253,     
  257,20110904,  182,  146,  226,     
  257,20110905,  162,  133,  184,     
  257,20110906,  157,  127,  169,     
  257,20110907,  158,  134,  168,     
  257,20110908,  156,  131,  172,     
  257,20110909,  177,  166,  189,     
  257,20110910,  208,  165,  255,     
  257,20110911,  173,  150,  192,     
  257,20110912,  173,  151,  198,     
  257,20110913,  162,  130,  180,     
  257,20110914,  153,  141,  166,     
  257,20110915,  142,   95,  169,     
  257,20110916,  141,   83,  186,     
  257,20110917,  155,  118,  169,     
  257,20110918,  124,  100,  158,     
  257,20110919,  147,  105,  169,     
  257,20110920,  163,  141,  181,     
  257,20110921,  160,  152,  167,     
  257,20110922,  153,  135,  167,     
  257,20110923,  151,   90,  183,     
  257,20110924,  134,   67,  200,     
  257,20110925,  162,   69,  205,     
  257,20110926,  166,  121,  199,     
  257,20110927,  155,   93,  194,     
  257,20110928,  168,  106,  248,     
  257,20110929,  194,  132,  263,     
  257,20110930,  180,  123,  257,     
  257,20111001,  156,   83,  244,     
  257,20111002,  176,   84,  228,     
  257,20111003,  190,  178,  204,     
  257,20111004,  173,  159,  186,     
  257,20111005,  173,  165,  182,     
  257,20111006,  143,  107,  174,     
  257,20111007,  122,   92,  147,     
  257,20111008,  116,   64,  138,     
  257,20111009,  126,   60,  171,     
  257,20111010,  168,  162,  174,     
  257,20111011,  154,  126,  168,     
  257,20111012,  110,  101,  132,     
  257,20111013,   91,   37,  147,     
  257,20111014,   92,   42,  150,     
  257,20111015,   89,   42,  147,     
  257,20111016,  102,   55,  152,     
  257,20111017,  136,   78,  164,     
  257,20111018,  119,   88,  143,     
  257,20111019,  107,   81,  119,     
  257,20111020,   89,   67,  115,     
  257,20111021,   97,   59,  129,     
  257,20111022,   80,   39,  115,     
  257,20111023,   94,   51,  155,     
  257,20111024,   96,   44,  131,     
  257,20111025,  102,   88,  126,     
  257,20111026,  111,   93,  134,     
  257,20111027,  116,   81,  160,     
  257,20111028,  129,  111,  144,     
  257,20111029,  134,  105,  154,     
  257,20111030,  138,  130,  149,     
  257,20111031,  143,  122,  171,     
  257,20111101,  132,  105,  166,     
  257,20111102,  117,   95,  138,     
  257,20111103,  148,  118,  167,     
  257,20111104,  155,  124,  182,     
  257,20111105,  120,   66,  172,     
  257,20111106,  121,  109,  131,     
  257,20111107,  102,   94,  115,     
  257,20111108,   85,   66,  104,     
  257,20111109,   90,   58,  137,     
  257,20111110,   63,   49,   80,     
  257,20111111,   75,   55,  106,     
  257,20111112,   69,   38,  112,     
  257,20111113,   57,   23,  102,     
  257,20111114,   30,   11,   74,     
  257,20111115,   16,    5,   26,     
  257,20111116,   22,   -1,   62,     
  257,20111117,   45,   11,   84,     
  257,20111118,   85,   51,  113,     
  257,20111119,   41,    6,   91,     
  257,20111120,   39,   -5,   98,     
  257,20111121,   21,    8,   33,     
  257,20111122,   35,    3,   66,     
  257,20111123,  100,   62,  119,     
  257,20111124,  102,   87,  115,     
  257,20111125,  103,   89,  118,     
  257,20111126,  111,   95,  120,     
  257,20111127,  109,   99,  129,     
  257,20111128,   82,   60,  100,     
  257,20111129,   88,   66,  108,     
  257,20111130,   95,   68,  114,     
  257,20111201,   89,   61,  118,     
  257,20111202,   79,   58,   98,     
  257,20111203,   95,   69,  114,     
  257,20111204,   88,   47,  101,     
  257,20111205,   68,   52,   78,     
  257,20111206,   67,   42,   74,     
  257,20111207,   79,   53,   92,     
  257,20111208,   85,   68,  105,     
  257,20111209,   68,   43,   87,     
  257,20111210,   62,   37,   71,     
  257,20111211,   61,   43,   75,     
  257,20111212,   74,   54,   85,     
  257,20111213,   83,   64,  106,     
  257,20111214,   62,   32,   76,     
  257,20111215,   58,   41,   76,     
  257,20111216,   45,   20,   69,     
  257,20111217,   60,   31,   76,     
  257,20111218,   48,   25,   65,     
  257,20111219,   39,   10,   65,     
  257,20111220,   73,   25,   82,     
  257,20111221,   69,   61,   77,     
  257,20111222,   87,   71,   95,     
  257,20111223,   84,   58,   91,     
  257,20111224,   70,   50,   81,     
