# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 257         4.603       52.506      8.50        Wijk aan Zee
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# TN        : Minimum temperatuur (in 0.1 graden Celsius) / Minimum temperature (in 0.1 degrees Celsius)
# TX        : Maximum temperatuur (in 0.1 graden Celsius) / Maximum temperature (in 0.1 degrees Celsius)
# NG        : Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten; 9=bovenlucht onzichtbaar) / Mean daily cloud cover (in octants; 9=sky invisible)
# STN,YYYYMMDD,   TG,   TN,   TX,   NG
  257,20210703,  181,  110,  241,     
  257,20210704,  173,  139,  200,     
  257,20210705,  173,  159,  198,     
  257,20210706,  177,  163,  201,     
  257,20210707,  174,  144,  201,     
  257,20210708,  164,  106,  196,     
  257,20210709,  150,   90,  196,     
  257,20210710,  164,  114,  201,     
  257,20210711,  168,  118,  227,     
  257,20210712,  192,  128,  236,     
  257,20210713,  176,  166,  186,     
  257,20210714,  173,  165,  184,     
  257,20210715,  176,  160,  196,     
  257,20210716,  171,  149,  197,     
  257,20210717,  179,  136,  214,     
  257,20210718,  177,  123,  221,     
  257,20210719,  166,  101,  225,     
  257,20210720,  163,   85,  212,     
  257,20210721,  181,  129,  230,     
  257,20210722,  166,  125,  202,     
  257,20210723,  171,  126,  212,     
  257,20210724,  189,  141,  229,     
  257,20210725,  190,  167,  232,     
  257,20210726,  185,  160,  212,     
  257,20210727,  179,  161,  207,     
  257,20210728,  177,  157,  204,     
  257,20210729,  175,  133,  196,     
  257,20210730,  173,  140,  214,     
  257,20210731,  175,  155,  195,     
  257,20210801,  166,  147,  186,     
  257,20210802,  151,   83,  185,     
  257,20210803,  146,   84,  196,     
  257,20210804,  165,  120,  218,     
  257,20210805,  179,  107,  218,     
  257,20210806,  184,  168,  201,     
  257,20210807,  172,  150,  217,     
  257,20210808,  177,  157,  196,     
  257,20210809,  175,  152,  191,     
  257,20210810,  179,  146,  202,     
  257,20210811,  175,  130,  209,     
  257,20210812,  183,  132,  209,     
  257,20210813,  185,  174,  204,     
  257,20210814,  191,  181,  208,     
  257,20210815,  194,  182,  216,     
  257,20210816,  164,  145,  191,     
  257,20210817,  160,  149,  168,     
  257,20210818,  174,  164,  197,     
  257,20210819,  170,  156,  181,     
  257,20210820,  184,  148,  209,     
  257,20210821,  187,  136,  225,     
  257,20210822,  177,  160,  200,     
  257,20210823,  178,  140,  221,     
  257,20210824,  163,  112,  206,     
  257,20210825,  157,   89,  191,     
  257,20210826,  160,  123,  190,     
  257,20210827,  160,  123,  192,     
  257,20210828,  169,  146,  204,     
  257,20210829,  164,  150,  178,     
  257,20210830,  169,  139,  195,     
  257,20210831,  160,  133,  188,     
  257,20210901,  162,  144,  182,     
  257,20210902,  153,  115,  184,     
  257,20210903,  156,  114,  211,     
  257,20210904,  156,  119,  196,     
  257,20210905,  160,  111,  220,     
  257,20210906,  170,  109,  225,     
  257,20210907,  197,  135,  249,     
  257,20210908,  204,  140,  268,     
  257,20210909,  186,  142,  250,     
  257,20210910,  193,  162,  211,     
  257,20210911,  186,  179,  199,     
  257,20210912,  175,  153,  203,     
  257,20210913,  157,  132,  190,     
  257,20210914,  177,  127,  223,     
  257,20210915,  174,  159,  193,     
  257,20210916,  170,  122,  201,     
  257,20210917,  159,   99,  201,     
  257,20210918,  163,   92,  225,     
  257,20210919,  159,  123,  207,     
  257,20210920,  130,   58,  183,     
  257,20210921,  137,   45,  186,     
  257,20210922,  177,  157,  202,     
  257,20210923,  173,  165,  191,     
  257,20210924,  182,  168,  202,     
  257,20210925,  183,  153,  210,     
  257,20210926,  180,  145,  216,     
  257,20210927,  169,  151,  209,     
  257,20210928,  158,  126,  187,     
  257,20210929,  132,   93,  145,     
  257,20210930,  140,  108,  157,     
  257,20211001,  139,  122,  149,     
  257,20211002,  137,   91,  179,     
  257,20211003,  139,  123,  178,     
  257,20211004,  141,  113,  173,     
  257,20211005,  135,  111,  159,     
  257,20211006,  139,  114,  166,     
  257,20211007,  143,  110,  170,     
  257,20211008,  109,   72,  166,     
  257,20211009,  103,   40,  148,     
  257,20211010,  112,   21,  168,     
  257,20211011,  138,  119,  157,     
  257,20211012,  126,   91,  144,     
  257,20211013,  124,   77,  149,     
  257,20211014,  148,  135,  159,     
  257,20211015,  124,   74,  157,     
  257,20211016,  121,   53,  147,     
  257,20211017,  134,  119,  155,     
  257,20211018,  129,  101,  150,     
  257,20211019,  167,  145,  186,     
  257,20211020,  160,  125,  174,     
  257,20211021,  110,   86,  130,     
  257,20211022,  111,   96,  123,     
  257,20211023,  111,   98,  126,     
  257,20211024,  101,   65,  136,     
  257,20211025,  120,   90,  139,     
  257,20211026,  137,  123,  147,     
  257,20211027,  140,  121,  151,     
  257,20211028,  129,  105,  165,     
  257,20211029,  132,  101,  173,     
  257,20211030,  127,  111,  142,     
  257,20211031,  119,   96,  143,     
  257,20211101,  106,   79,  129,     
  257,20211102,   80,   66,   96,     
  257,20211103,   66,    9,  119,     
  257,20211104,   86,    3,  125,     
  257,20211105,  111,   90,  123,     
  257,20211106,  126,  115,  133,     
  257,20211107,  113,   91,  133,     
  257,20211108,  106,   85,  121,     
  257,20211109,   97,   72,  115,     
  257,20211110,  110,  100,  120,     
  257,20211111,  111,  103,  123,     
  257,20211112,   95,   68,  116,     
  257,20211113,  116,   94,  135,     
  257,20211114,   97,   86,  106,     
  257,20211115,   66,   50,   88,     
  257,20211116,   54,   47,   79,     
  257,20211117,  109,   78,  123,     
  257,20211118,  121,  110,  128,     
  257,20211119,  125,  117,  136,     
  257,20211120,  111,   98,  121,     
  257,20211121,   83,   45,  110,     
  257,20211122,   55,   20,  101,     
  257,20211123,   89,   41,  121,     
  257,20211124,   81,   69,   94,     
  257,20211125,   81,   54,   97,     
  257,20211126,   61,   42,   81,     
  257,20211127,   45,   28,   67,     
  257,20211128,   30,   -5,   54,     
  257,20211129,   65,   32,   82,     
  257,20211130,   94,   67,  110,     
  257,20211201,   87,   44,  114,     
  257,20211202,   33,   -5,   70,     
  257,20211203,   57,    4,   70,     
  257,20211204,   62,   46,   80,     
  257,20211205,   46,   35,   65,     
  257,20211206,   33,   18,   73,     
  257,20211207,   60,   44,   76,     
  257,20211208,   56,   39,   73,     
  257,20211209,   49,   30,   73,     
  257,20211210,   34,   17,   43,     
  257,20211211,   60,    3,   93,     
  257,20211212,   92,   64,  104,     
  257,20211213,  100,   90,  107,     
  257,20211214,   91,   85,   99,     
  257,20211215,   96,   86,  107,     
  257,20211216,   84,   46,  104,     
  257,20211217,   80,   74,   86,     
  257,20211218,   61,   47,   78,     
  257,20211219,   73,   65,   82,     
  257,20211220,   47,  -14,   74,     
  257,20211221,    1,  -40,   51,     
  257,20211222,   -4,  -46,   22,     
  257,20211223,   42,    1,   94,     
  257,20211224,   73,   22,   96,     
  257,20211225,  -12,  -38,   22,     
  257,20211226,  -15,  -44,   13,     
  257,20211227,   56,   12,   92,     
  257,20211228,   87,   77,  102,     
  257,20211229,   90,   80,  103,     
  257,20211230,  103,   88,  111,     
  257,20211231,  105,   90,  120,     
  257,20220101,  125,   83,  148,     
  257,20220102,  108,   85,  134,     
  257,20220103,   92,   82,   99,     
  257,20220104,   68,   37,   87,     
  257,20220105,   66,   50,   80,     
  257,20220106,   54,   13,   71,     
  257,20220107,   59,   34,   77,     
  257,20220108,   56,   38,   77,     
  257,20220109,   61,   10,   75,     
  257,20220110,   46,    8,   88,     
  257,20220111,   37,    8,   63,     
  257,20220112,   47,   -8,   75,     
  257,20220113,   63,   54,   74,     
  257,20220114,   66,   55,   75,     
  257,20220115,   32,   13,   56,     
  257,20220116,   73,   36,   81,     
  257,20220117,   72,   53,   90,     
  257,20220118,   39,   -4,   60,     
  257,20220119,   62,   25,   76,     
  257,20220120,   47,   27,   70,     
  257,20220121,   62,   35,   73,     
  257,20220122,   70,   67,   76,     
  257,20220123,   66,   55,   76,     
  257,20220124,   49,   34,   61,     
  257,20220125,   34,   30,   39,     
  257,20220126,   55,   34,   71,     
  257,20220127,   76,   64,   90,     
  257,20220128,   71,   61,   83,     
  257,20220129,   86,   74,  100,     
  257,20220130,   66,   57,   81,     
  257,20220131,   63,   47,   73,     
  257,20220201,   77,   54,   91,     
  257,20220202,   79,   73,   91,     
  257,20220203,   72,   68,   78,     
  257,20220204,   67,   37,   84,     
  257,20220205,   68,   54,   82,     
  257,20220206,   71,   34,   86,     
  257,20220207,   68,   43,   80,     
  257,20220208,   86,   79,   99,     
  257,20220209,   78,   72,   85,     
  257,20220210,   65,   55,   80,     
  257,20220211,   38,  -23,   74,     
  257,20220212,   48,   23,   78,     
  257,20220213,   71,   30,  123,     
  257,20220214,   87,   60,  125,     
  257,20220215,   72,   64,   87,     
  257,20220216,   93,   74,  112,     
  257,20220217,   83,   68,  102,     
  257,20220218,   81,   60,  107,     
  257,20220219,   59,   29,   77,     
  257,20220220,   76,   43,   98,     
  257,20220221,   68,   44,   81,     
  257,20220222,   74,   62,   89,     
  257,20220223,   76,   65,   91,     
  257,20220224,   63,   29,   84,     
  257,20220225,   63,   46,   82,     
  257,20220226,   42,  -20,   99,     
  257,20220227,   59,   14,   97,     
  257,20220228,   60,   23,  104,     
  257,20220301,   50,   42,   60,     
  257,20220302,   61,   24,   98,     
  257,20220303,   52,   -7,  113,     
  257,20220304,   45,    2,  107,     
  257,20220305,   22,  -20,   69,     
  257,20220306,   35,    7,   72,     
  257,20220307,   35,  -17,   76,     
  257,20220308,   60,   12,  104,     
  257,20220309,   86,   29,  141,     
  257,20220310,  103,   45,  158,     
  257,20220311,  105,   49,  152,     
  257,20220312,  109,   81,  131,     
  257,20220313,  127,   96,  166,     
  257,20220314,   85,   46,  114,     
  257,20220315,   96,   39,  157,     
  257,20220316,  105,   49,  143,     
  257,20220317,   81,   57,  115,     
  257,20220318,   94,    8,  158,     
  257,20220319,   83,   38,  131,     
  257,20220320,   55,   34,   83,     
  257,20220321,   84,   35,  142,     
  257,20220322,  119,   44,  195,     
  257,20220323,  119,   55,  194,     
  257,20220324,   87,   11,  158,     
  257,20220325,   80,  -15,  159,     
  257,20220326,   83,  -11,  162,     
  257,20220327,   93,   43,  156,     
  257,20220328,   69,   44,  108,     
  257,20220329,   79,   49,  124,     
  257,20220330,   50,   -9,  101,     
  257,20220331,   17,    0,   60,     
  257,20220401,   25,   -4,   63,     
  257,20220402,   33,   -9,   76,     
  257,20220403,   39,  -47,   85,     
  257,20220404,   78,   60,   92,     
  257,20220405,   90,   75,  105,     
  257,20220406,   93,   86,  105,     
  257,20220407,   80,   41,  100,     
  257,20220408,   71,   54,   89,     
  257,20220409,   67,   49,   90,     
  257,20220410,   61,    0,  103,     
  257,20220411,  103,   28,  153,     
  257,20220412,  138,   72,  207,     
  257,20220413,  119,  102,  144,     
  257,20220414,   98,   24,  140,     
  257,20220415,   93,   38,  134,     
  257,20220416,  104,   27,  163,     
  257,20220417,  130,   56,  188,     
  257,20220418,  118,   27,  183,     
  257,20220419,  118,   20,  183,     
  257,20220420,  114,   59,  170,     
  257,20220421,  119,   49,  177,     
  257,20220422,  135,   87,  180,     
  257,20220423,  136,  102,  182,     
  257,20220424,  111,   65,  169,     
  257,20220425,   91,   68,  119,     
  257,20220426,   83,   33,  121,     
  257,20220427,   76,    0,  113,     
  257,20220428,   81,   -7,  137,     
  257,20220429,   82,   49,  126,     
  257,20220430,   81,   -2,  125,     
  257,20220501,   77,   -8,  139,     
  257,20220502,   92,   24,  147,     
  257,20220503,   82,   10,  117,     
  257,20220504,   75,   -8,  124,     
  257,20220505,  111,   34,  159,     
  257,20220506,  128,   78,  172,     
  257,20220507,  126,   73,  168,     
  257,20220508,   97,   25,  158,     
  257,20220509,  135,   55,  188,     
  257,20220510,  156,  129,  204,     
  257,20220511,  133,  108,  152,     
  257,20220512,  132,  112,  162,     
  257,20220513,  134,  124,  153,     
  257,20220514,  137,   86,  180,     
  257,20220515,  175,   93,  241,     
  257,20220516,  160,  136,  221,     
  257,20220517,  179,  136,  238,     
  257,20220518,  164,  126,  207,     
  257,20220519,  160,  117,  230,     
  257,20220520,  131,   77,  189,     
  257,20220521,  126,   61,  154,     
  257,20220522,  148,   62,  188,     
  257,20220523,  148,  122,  195,     
  257,20220524,  134,  114,  152,     
  257,20220525,  141,  125,  161,     
  257,20220526,  146,  132,  164,     
  257,20220527,  137,  116,  152,     
  257,20220528,  122,  105,  144,     
  257,20220529,  106,   66,  135,     
  257,20220530,  107,   51,  149,     
  257,20220531,  134,   52,  175,     
  257,20220601,  122,   70,  153,     
  257,20220602,  129,   54,  168,     
  257,20220603,  161,   95,  230,     
  257,20220604,  144,  107,  193,     
  257,20220605,  149,  116,  209,     
  257,20220606,  133,  116,  155,     
  257,20220607,  136,   87,  161,     
  257,20220608,  157,  142,  188,     
  257,20220609,  159,  141,  175,     
  257,20220610,  169,  146,  194,     
  257,20220611,  164,  149,  184,     
  257,20220612,  158,  147,  178,     
  257,20220613,  144,  115,  165,     
  257,20220614,  147,   69,  189,     
  257,20220615,  174,  114,  231,     
  257,20220616,  169,   94,  219,     
  257,20220617,  230,  158,  286,     
  257,20220618,  173,  130,  207,     
  257,20220619,  138,  109,  167,     
  257,20220620,  141,   70,  176,     
  257,20220621,  133,   48,  183,     
  257,20220622,  163,   65,  232,     
  257,20220623,  214,  133,  294,     
  257,20220624,  189,  169,  209,     
  257,20220625,  173,  144,  201,     
  257,20220626,  172,  140,  202,     
  257,20220627,  168,  142,  195,     
  257,20220628,  176,  156,  211,     
  257,20220629,  193,  141,  272,     
  257,20220630,  165,  128,  202,     
  257,20220701,  170,  142,  193,     
  257,20220702,  183,  145,  220,     
  257,20220703,  177,  154,  199,     
  257,20220704,  177,  154,  201,     
  257,20220705,  166,  142,  194,     
  257,20220706,  173,  145,  196,     
  257,20220707,  160,  142,  179,     
  257,20220708,  174,  139,  206,     
  257,20220709,  172,  149,  200,     
  257,20220710,  170,  148,  199,     
  257,20220711,  173,  149,  198,     
  257,20220712,  216,  152,  249,     
  257,20220713,  191,  105,  247,     
  257,20220714,  155,   67,  208,     
  257,20220715,  174,  107,  204,     
  257,20220716,  160,   84,  192,     
  257,20220717,  172,   75,  238,     
  257,20220718,  233,  133,  289,     
  257,20220719,  289,  186,  373,     
  257,20220720,  221,  202,  288,     
  257,20220721,  175,  160,  202,     
  257,20220722,  161,   96,  192,     
  257,20220723,  176,   84,  220,     
  257,20220724,  227,  187,  284,     
  257,20220725,  204,  187,  235,     
  257,20220726,  171,  149,  201,     
  257,20220727,  165,  125,  204,     
  257,20220728,  168,  122,  219,     
  257,20220729,  177,  118,  237,     
  257,20220730,  192,  122,  224,     
  257,20220731,  192,  180,  202,     
  257,20220801,  182,  148,  212,     
  257,20220802,  197,  150,  226,     
  257,20220803,  212,  195,  240,     
  257,20220804,  203,  160,  240,     
  257,20220805,  169,  134,  203,     
  257,20220806,  163,   81,  207,     
  257,20220807,  151,   69,  211,     
  257,20220808,  169,   88,  221,     
  257,20220809,  192,  133,  256,     
  257,20220810,  212,  141,  282,     
  257,20220811,  233,  161,  306,     
  257,20220812,  244,  177,  321,     
  257,20220813,  239,  153,  317,     
  257,20220814,  247,  178,  324,     
  257,20220815,  218,  183,  248,     
  257,20220816,  208,  178,  238,     
  257,20220817,  185,  173,  204,     
  257,20220818,  196,  162,  234,     
  257,20220819,  203,  169,  240,     
  257,20220820,  185,  103,  230,     
  257,20220821,  186,  137,  228,     
  257,20220822,  201,  135,  262,     
  257,20220823,  210,  161,  252,     
  257,20220824,  222,  166,  256,     
  257,20220825,  228,  187,  327,     
  257,20220826,  182,  129,  206,     
  257,20220827,  167,  108,  224,     
  257,20220828,  166,  119,  216,     
  257,20220829,  171,  102,  229,     
  257,20220830,  182,  142,  226,     
  257,20220831,  182,  147,  229,     
  257,20220901,  181,  119,  242,     
  257,20220902,  193,  134,  268,     
  257,20220903,  202,  140,  276,     
  257,20220904,  195,  148,  240,     
  257,20220905,  214,  149,  302,     
  257,20220906,  198,  161,  242,     
  257,20220907,  185,  157,  224,     
  257,20220908,  179,  159,  213,     
  257,20220909,  165,  141,  192,     
  257,20220910,  170,  136,  205,     
  257,20220911,  162,   92,  217,     
  257,20220912,  192,  146,  227,     
  257,20220913,  173,  101,  203,     
  257,20220914,  163,  104,  203,     
  257,20220915,  155,  121,  188,     
  257,20220916,  140,  111,  168,     
  257,20220917,  138,  110,  163,     
  257,20220918,  131,  111,  145,     
  257,20220919,  142,  107,  167,     
  257,20220920,  134,   80,  166,     
  257,20220921,  109,   50,  173,     
  257,20220922,  125,   56,  183,     
  257,20220923,  143,  120,  173,     
  257,20220924,  136,  102,  172,     
  257,20220925,  131,   87,  171,     
  257,20220926,  135,  103,  156,     
  257,20220927,  104,   77,  136,     
  257,20220928,  108,   64,  154,     
  257,20220929,  101,   37,  158,     
  257,20220930,  122,   50,  169,     
  257,20221001,  157,  113,  173,     
  257,20221002,  154,  140,  172,     
  257,20221003,  155,  138,  180,     
  257,20221004,  154,  111,  184,     
  257,20221005,  164,  143,  185,     
  257,20221006,  147,  126,  167,     
  257,20221007,  148,  128,  165,     
  257,20221008,  133,   60,  155,     
  257,20221009,  119,   55,  165,     
  257,20221010,  126,   98,  153,     
  257,20221011,  115,   51,  161,     
  257,20221012,  111,   49,  154,     
  257,20221013,  128,   84,  147,     
  257,20221014,  134,   80,  163,     
  257,20221015,  147,  131,  166,     
  257,20221016,  146,  118,  172,     
  257,20221017,  160,  130,  180,     
  257,20221018,  115,   38,  165,     
  257,20221019,   96,   28,  147,     
  257,20221020,  125,   80,  156,     
  257,20221021,  160,  136,  193,     
  257,20221022,  151,  126,  167,     
  257,20221023,  155,  121,  188,     
  257,20221024,  156,  149,  171,     
  257,20221025,  147,  116,  162,     
  257,20221026,  158,  115,  182,     
  257,20221027,  174,  147,  204,     
  257,20221028,  168,  148,  201,     
  257,20221029,  171,  117,  204,     
  257,20221030,  159,  140,  187,     
  257,20221031,  141,  102,  173,     
  257,20221101,  147,  126,  163,     
  257,20221102,  132,  112,  147,     
  257,20221103,  129,  110,  149,     
  257,20221104,  110,   86,  125,     
  257,20221105,  116,  104,  131,     
  257,20221106,  109,   88,  137,     
  257,20221107,  134,  117,  148,     
  257,20221108,  133,  112,  154,     
  257,20221109,  129,  107,  136,     
  257,20221110,  135,  128,  143,     
  257,20221111,  115,   98,  129,     
  257,20221112,  101,   68,  159,     
  257,20221113,   91,   53,  160,     
  257,20221114,   63,   37,  104,     
  257,20221115,  107,   61,  127,     
  257,20221116,  106,   91,  122,     
  257,20221117,  101,   85,  112,     
  257,20221118,   80,   37,  101,     
  257,20221119,   10,  -29,   37,     
  257,20221120,    2,  -55,   29,     
  257,20221121,   52,   18,   82,     
  257,20221122,   71,   51,   88,     
  257,20221123,   89,   79,  103,     
  257,20221124,  100,   89,  119,     
  257,20221125,  106,   88,  124,     
  257,20221126,   96,   71,  115,     
  257,20221127,   70,   66,   75,     
  257,20221128,   97,   69,  120,     
  257,20221129,   75,   25,  114,     
  257,20221130,   61,   -3,   97,     
  257,20221201,   44,    8,   79,     
  257,20221202,   29,   19,   43,     
  257,20221203,   20,    3,   37,     
  257,20221204,   16,    1,   41,     
  257,20221205,   55,   41,   68,     
  257,20221206,   50,   -2,   78,     
  257,20221207,   63,   29,   76,     
  257,20221208,   30,  -16,   65,     
  257,20221209,   11,  -12,   39,     
  257,20221210,   14,   -2,   30,     
  257,20221211,   19,   10,   30,     
  257,20221212,   -3,  -42,   28,     
  257,20221213,  -27,  -65,    6,     
  257,20221214,  -20,  -75,   29,     
  257,20221215,   37,  -12,   65,     
  257,20221216,   -6,  -62,   47,     
  257,20221217,  -10,  -33,   24,     
  257,20221218,  -18,  -51,   17,     
  257,20221219,   86,   16,  120,     
  257,20221220,  101,   75,  122,     
  257,20221221,   81,   66,   91,     
  257,20221222,   82,   65,   94,     
  257,20221223,   85,   76,   99,     
  257,20221224,   91,   80,  101,     
  257,20221225,   94,   85,  101,     
  257,20221226,   79,   65,   97,     
  257,20221227,   73,   66,   84,     
  257,20221228,   93,   72,  111,     
  257,20221229,   93,   84,  108,     
  257,20221230,   83,   52,  109,     
  257,20221231,  116,   95,  149,     
  257,20230101,  110,   96,  131,     
  257,20230102,   83,   64,  112,     
  257,20230103,   73,   34,  101,     
  257,20230104,  103,   94,  109,     
  257,20230105,   97,   89,  102,     
  257,20230106,   96,   85,  111,     
  257,20230107,  107,   91,  117,     
  257,20230108,   87,   77,   99,     
  257,20230109,   75,   58,   90,     
  257,20230110,   82,   63,  113,     
  257,20230111,   93,   86,  112,     
  257,20230112,   98,   86,  107,     
  257,20230113,   90,   81,   95,     
  257,20230114,   83,   64,  102,     
  257,20230115,   67,   42,   81,     
  257,20230116,   40,   30,   51,     
  257,20230117,   41,   20,   54,     
  257,20230118,   46,   30,   58,     
  257,20230119,   45,   14,   64,     
  257,20230120,   15,  -16,   36,     
  257,20230121,   -9,  -52,   35,     
  257,20230122,   14,  -10,   25,     
  257,20230123,   29,   22,   41,     
  257,20230124,   19,    6,   31,     
  257,20230125,   14,    3,   38,     
  257,20230126,   58,   17,   81,     
  257,20230127,   37,   17,   63,     
  257,20230128,   40,   -9,   58,     
  257,20230129,   65,   57,   77,     
  257,20230130,   73,   57,   83,     
  257,20230131,   73,   63,   86,     
  257,20230201,   76,   61,   87,     
  257,20230202,   79,   71,   86,     
  257,20230203,   83,   71,   91,     
  257,20230204,   73,   49,   89,     
  257,20230205,   65,   35,   83,     
  257,20230206,   36,  -18,   83,     
  257,20230207,    9,  -40,   70,     
  257,20230208,   21,  -44,   76,     
  257,20230209,   49,   27,   69,     
  257,20230210,   68,   57,   77,     
  257,20230211,   75,   66,   94,     
  257,20230212,   72,   49,   84,     
  257,20230213,   60,    3,  116,     
  257,20230214,   40,  -24,  116,     
  257,20230215,   65,  -25,  110,     
  257,20230216,   84,   75,  117,     
  257,20230217,   88,   78,   94,     
  257,20230218,   88,   81,  101,     
  257,20230219,   75,   62,   86,     
  257,20230220,   81,   75,   89,     
  257,20230221,   78,   68,   88,     
  257,20230222,   67,   40,   93,     
  257,20230223,   64,   14,   86,     
  257,20230224,   61,   40,   84,     
  257,20230225,   48,    4,   81,     
  257,20230226,   26,  -20,   73,     
  257,20230227,   22,  -55,   81,     
  257,20230228,   28,  -22,   62,     
  257,20230301,   27,  -34,   75,     
  257,20230302,   34,    6,   78,     
  257,20230303,   49,   10,   79,     
  257,20230304,   60,   39,   82,     
  257,20230305,   41,    2,   71,     
  257,20230306,   44,   12,   63,     
  257,20230307,   34,   15,   52,     
  257,20230308,   16,  -17,   37,     
  257,20230309,   16,    1,   35,     
  257,20230310,   17,    0,   33,     
  257,20230311,   31,  -13,   63,     
  257,20230312,   67,   28,   99,     
  257,20230313,  103,   88,  124,     
  257,20230314,   61,   22,   89,     
  257,20230315,   51,   -4,   73,     
  257,20230316,   95,   55,  141,     
  257,20230317,  106,   89,  134,     
  257,20230318,  120,   86,  158,     
  257,20230319,   79,   69,  109,     
  257,20230320,   78,   74,   81,     
  257,20230321,   96,   80,  111,     
  257,20230322,  106,   95,  120,     
  257,20230323,  113,   91,  128,     
  257,20230324,   97,   85,  126,     
  257,20230325,   87,   70,  109,     
  257,20230326,   65,   23,   94,     
  257,20230327,   51,   22,   79,     
  257,20230328,   61,   37,   82,     
  257,20230329,  107,   64,  150,     
  257,20230330,  104,   94,  125,     
  257,20230331,  104,   85,  123,     
  257,20230401,   87,   59,  115,     
  257,20230402,   57,   20,  103,     
  257,20230403,   51,    5,  101,     
  257,20230404,   41,  -29,   93,     
  257,20230405,   46,  -17,  101,     
  257,20230406,   77,   60,   92,     
  257,20230407,   82,   63,   93,     
  257,20230408,   77,   16,  137,     
  257,20230409,   99,   73,  131,     
  257,20230410,  108,   86,  143,     
  257,20230411,   94,   79,  112,     
  257,20230412,   90,   62,  108,     
  257,20230413,   88,   65,  110,     
  257,20230414,   99,   50,  154,     
  257,20230415,   90,   59,  136,     
  257,20230416,   81,   71,   98,     
  257,20230417,   92,   67,  147,     
  257,20230418,   96,   56,  146,     
  257,20230419,  102,   60,  149,     
  257,20230420,   86,   46,  120,     
  257,20230421,  110,   78,  167,     
  257,20230422,   91,   66,  124,     
  257,20230423,  114,   86,  165,     
  257,20230424,   84,   63,  104,     
  257,20230425,   71,   46,   98,     
  257,20230426,   61,   -9,  102,     
  257,20230427,   83,  -14,  135,     
  257,20230428,   94,   70,  119,     
  257,20230429,   97,   43,  129,     
  257,20230430,  112,   36,  173,     
  257,20230501,  105,   56,  155,     
  257,20230502,   80,    0,  113,     
  257,20230503,   84,   -9,  140,     
  257,20230504,  139,   71,  208,     
  257,20230505,  139,  106,  167,     
  257,20230506,  147,  106,  194,     
  257,20230507,  149,   83,  201,     
  257,20230508,  122,   77,  149,     
  257,20230509,  132,  112,  149,     
  257,20230510,  113,   97,  142,     
  257,20230511,  122,   96,  153,     
  257,20230512,  153,  104,  216,     
  257,20230513,  135,   93,  182,     
  257,20230514,  108,   48,  148,     
  257,20230515,  105,   50,  129,     
  257,20230516,  111,   90,  144,     
  257,20230517,   95,   22,  129,     
  257,20230518,   98,   31,  146,     
  257,20230519,  131,   65,  185,     
  257,20230520,  148,   95,  200,     
  257,20230521,  147,  110,  191,     
  257,20230522,  150,  103,  224,     
  257,20230523,  111,   31,  141,     
  257,20230524,  120,   33,  156,     
  257,20230525,  120,   68,  171,     
  257,20230526,  113,   22,  174,     
  257,20230527,  130,   63,  202,     
  257,20230528,  141,   53,  218,     
  257,20230529,  115,   39,  167,     
  257,20230530,  121,   99,  146,     
  257,20230531,  142,   83,  212,     
  257,20230601,  117,   99,  147,     
  257,20230602,  128,   98,  180,     
  257,20230603,  160,  101,  218,     
  257,20230604,  139,   59,  207,     
  257,20230605,  117,   50,  160,     
  257,20230606,  134,   49,  196,     
  257,20230607,  143,   75,  208,     
  257,20230608,  159,   92,  225,     
  257,20230609,  204,  119,  286,     
  257,20230610,  223,  168,  289,     
  257,20230611,  247,  162,  316,     
  257,20230612,  239,  164,  301,     
  257,20230613,  219,  160,  275,     
  257,20230614,  205,  140,  258,     
  257,20230615,  186,  116,  255,     
  257,20230616,  174,   74,  230,     
  257,20230617,  176,   67,  227,     
  257,20230618,  226,  173,  262,     
  257,20230619,  185,  161,  228,     
  257,20230620,  218,  176,  298,     
  257,20230621,  173,  114,  197,     
  257,20230622,  189,  111,  247,     
  257,20230623,  185,  141,  221,     
  257,20230624,  191,  151,  221,     
  257,20230625,  243,  170,  293,     
  257,20230626,  184,  167,  226,     
  257,20230627,  174,  135,  205,     
  257,20230628,  182,  146,  209,     
  257,20230629,  174,  148,  193,     
  257,20230630,  177,  147,  212,     
  257,20230701,  173,  154,  183,     
  257,20230702,  171,  154,  191,     
